tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
126P04284,MOKAPU BLVD,NORTHBOUND,KANEOHE BAY DR/N KALAHEO AVE,HI,HONOLULU,96734,21.42062,-157.74853,21.42169,-157.74766,0.092751,2.0,Pacific/Honolulu,P1.11,USA,86,4,N,3,43669,2,,4,65,4,9,,10600,698,102,1,46,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,5300,349,51
126P04283,MOKAPU BLVD,NORTHBOUND,KAAPA QUARRY RD,HI,HONOLULU,96734,21.40685,-157.7581,21.40715,-157.75747,0.045556,1.0005,Pacific/Honolulu,P1.11,USA,86,3,N,3,43669,2,,4,65,4,9,,19700,528,68,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9850,264,34
126-50220,HI-8930,SOUTHBOUND,KAPOLEI PKWY,HI,HONOLULU,96707,21.36195,-158.05543,21.33592,-158.0515,2.034511,3.0,Pacific/Honolulu,P1.11,USA,50219,4,N,3,89770,2,,4,8930,4,1,,18400,2530,401,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9200,1265,201
126+04290,HI-99,NORTHBOUND,SALT LAKE BLVD/FORD ISLAND BRIDGE,HI,HONOLULU,96701,21.36639,-157.9366,21.36965,-157.93495,0.249967,8.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,6,99,4,9,,24700,603,188,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,12350,302,94
126-50221,HI-8930,SOUTHBOUND,HI-7110/FARRINGTON HWY,HI,HONOLULU,96707,21.36515,-158.05903,21.36195,-158.05543,0.320177,2.0,Pacific/Honolulu,P1.11,USA,50219,4,N,3,89770,2,,6,8930,4,1,,23182,4422,702,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11591,2211,351
126+04292,HI-99,NORTHBOUND,KAONOHI ST,HI,HONOLULU,96701,21.37707,-157.93418,21.38348,-157.94612,0.891382,12.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,1,6,99,4,9,,39866,903,280,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,19933,452,140
126-04326,HI-93,SOUTHBOUND,KILI DR,HI,HONOLULU,96792,21.50001,-158.22957,21.47668,-158.21968,1.92276,3.0,Pacific/Honolulu,P1.11,USA,91,5,N,3,89770,2,1,2,93,4,9,,2835,170,15,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,1418,85,8
126P04289,HI-99,NORTHBOUND,ARIZONA MEMORIAL DR/KALALOA ST,HI,HONOLULU,96818,21.36587,-157.93679,21.36639,-157.9366,0.037958,7.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,5,99,4,9,,24700,603,188,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12350,302,94
126-04325,HI-93,SOUTHBOUND,MAKAHA VALLEY RD,HI,HONOLULU,96792,21.47668,-158.21968,21.46026,-158.2068,1.454745,4.0,Pacific/Honolulu,P1.11,USA,91,4,N,3,89770,2,1,2,93,4,9,,9111,920,111,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,4556,460,56
126+04291,HI-99,NORTHBOUND,HI-78/MOANALUA FWY,HI,HONOLULU,96701,21.37187,-157.93363,21.37252,-157.93326,0.05082,10.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,7,99,4,9,,36100,651,203,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,18050,326,102
126+04294,HI-99,NORTHBOUND,FARRINGTON HWY,HI,HONOLULU,96782,21.39644,-157.97788,21.3962,-157.98367,0.373031,16.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,1,4,99,4,9,,51100,1293,402,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,25550,647,201
126-04324,HI-93,SOUTHBOUND,MAILIILII RD,HI,HONOLULU,96792,21.46026,-158.2068,21.42921,-158.18042,2.86652,5.0,Pacific/Honolulu,P1.11,USA,91,4,N,3,89770,2,1,4,93,4,9,,24767,2266,445,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,12384,1133,223
126-04323,HI-93,SOUTHBOUND,SAINT JOHNS RD,HI,HONOLULU,96792,21.42921,-158.18042,21.41545,-158.17685,0.999306,6.0,Pacific/Honolulu,P1.11,USA,91,4,N,3,89770,2,1,4,93,4,9,,31400,3473,519,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15700,1737,260
126+04293,HI-99,NORTHBOUND,KAAHUMANU ST,HI,HONOLULU,96701,21.38364,-157.94648,21.38724,-157.95437,0.5652,14.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,1,6,99,4,9,,30139,582,181,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,15070,291,91
126+04296,HI-99,NORTHBOUND,LUMIAINA ST,HI,HONOLULU,96797,21.39764,-157.99149,21.40581,-157.99669,0.658394,20.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,1,4,99,4,9,,30302,2540,390,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15151,1270,195
126P04286,HI-99,NORTHBOUND,I-H1 (HONOLULU),HI,HONOLULU,96818,21.34304,-157.93229,21.34658,-157.93338,0.256618,1.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,1,4,99,4,9,,7572,218,67,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,3786,109,34
126+04295,HI-99,NORTHBOUND,I-H1 (WAIPAHU),HI,HONOLULU,96797,21.39515,-157.99022,21.39644,-157.99085,0.097968,18.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,40300,258,33,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,20150,129,17
126+04298,HI-99,NORTHBOUND,LANIKUHANA AVE,HI,HONOLULU,96789,21.4197,-158.00601,21.44382,-158.01335,1.882658,23.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,1,3,99,4,9,,26977,920,18,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,13489,460,9
126P04288,HI-99,NORTHBOUND,ARIZONA ST/HALAWA DR,HI,HONOLULU,96860,21.36383,-157.93773,21.36473,-157.93731,0.067811,5.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,1,5,99,4,9,,24700,603,188,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12350,302,94
126P04287,HI-99,NORTHBOUND,MAKALAPA DR/RADFORD DR,HI,HONOLULU,96818,21.35274,-157.93546,21.35311,-157.93555,0.026207,3.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,5,99,4,9,,24700,603,188,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12350,302,94
126+04297,HI-99,NORTHBOUND,KA UKA BLVD,HI,HONOLULU,96797,21.40581,-157.99669,21.4191,-158.0055,1.078996,21.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,23969,1377,377,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,11985,689,189
126+04299,HI-99,NORTHBOUND,MEHEULA PKWY,HI,HONOLULU,96789,21.44395,-158.01339,21.45103,-158.01555,0.508581,25.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,10400,1095,137,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,5200,548,69
126-04322,HI-93,SOUTHBOUND,HAKIMO RD,HI,HONOLULU,96792,21.41545,-158.17685,21.39664,-158.16329,1.871662,7.0,Pacific/Honolulu,P1.11,USA,91,4,N,3,89770,2,1,4,93,4,9,,31455,3461,515,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15728,1731,258
126-04321,HI-93,SOUTHBOUND,ALIINUI DR,HI,HONOLULU,96792,21.39664,-158.16329,21.34705,-158.12542,4.360999,8.0,Pacific/Honolulu,P1.11,USA,91,4,N,3,89770,2,1,4,93,4,9,,39719,2683,791,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,19860,1342,396
126-04320,HI-93,SOUTHBOUND,LAALOA ST,HI,HONOLULU,96707,21.34554,-158.12247,21.34167,-158.10697,1.056006,10.0,Pacific/Honolulu,P1.11,USA,91,4,N,3,89770,2,,4,93,4,9,,46892,2208,870,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,23446,1104,435
126P04271,BERETANIA ST,NORTHBOUND,QUEEN EMMA ST/PALI HWY/BISHOP ST,HI,HONOLULU,96813,21.30991,-157.85817,21.31127,-157.85935,0.12092,9.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,6,7502,6,1,,17410,1878,283,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,6,17410,1878,283
126P04273,BERETANIA ST,NORTHBOUND,N KING ST,HI,HONOLULU,96817,21.31633,-157.86394,21.31675,-157.86427,0.036037,12.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,2,,6,7502,6,1,,17410,490,153,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,8705,245,77
126-04117,I-H1,EASTBOUND,HI-92,HI,HONOLULU,96819,21.33594,-157.90749,21.33454,-157.89817,0.607475,21.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,9,1,2,10,,88694,17025,2012,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,44347,8513,1006
126P04279,KING ST,SOUTHBOUND,KALAKAUA AVE,HI,HONOLULU,96826,21.29733,-157.83695,21.2972,-157.83657,0.026062,8.0,Pacific/Honolulu,P1.11,USA,85,3,N,3,89770,1,,3,7402,6,1,,16474,5659,248,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16474,5659,248
126-04116,I-H1,EASTBOUND,HI-78/MIDDLE ST,HI,HONOLULU,96819,21.33536,-157.88784,21.33744,-157.88428,0.27622,23.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,2,4,1,2,10,,55700,2168,180,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,27850,1084,90
126-04115,I-H1,EASTBOUND,KALIHI ST,HI,HONOLULU,96819,21.33635,-157.88172,21.33434,-157.87464,0.481499,25.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,163453,6731,429,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,81727,3366,215
126-04114,I-H1,EASTBOUND,HOUGHTAILING ST,HI,HONOLULU,96817,21.3318,-157.87161,21.33001,-157.86994,0.164174,27.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,9,1,2,10,,146600,24896,2135,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,73300,12448,1068
126P04275,KING ST,SOUTHBOUND,BISHOP ST/ALAKEA ST,HI,HONOLULU,96813,21.30848,-157.86155,21.30776,-157.86095,0.062969,3.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,5,7402,6,1,,16407,1889,339,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,5,16407,1889,339
126+04263,UNIVERSITY AVE,NORTHBOUND,METCALF ST,HI,HONOLULU,96822,21.29563,-157.82118,21.29909,-157.82109,0.239107,6.0,Pacific/Honolulu,P1.11,USA,83,4,N,3,89770,2,,5,7615,6,1,,18026,2890,176,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,9013,1445,88
126P04274,KING ST,SOUTHBOUND,NUUANU AVE/BETHEL ST,HI,HONOLULU,96813,21.31054,-157.86291,21.30998,-157.86259,0.043825,1.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,4,7402,6,1,,16300,883,275,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,16300,883,275
126+04262,UNIVERSITY AVE,NORTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96826,21.29193,-157.82193,21.29447,-157.82123,0.184283,4.0,Pacific/Honolulu,P1.11,USA,83,4,N,3,89770,2,,4,7615,6,1,,21100,4440,230,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,10550,2220,115
126-04119,I-H1,EASTBOUND,HI-92/HI-99,HI,HONOLULU,96818,21.36721,-157.92779,21.35129,-157.9329,1.154259,18.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,7,1,2,10,,92200,21446,1371,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,46100,10723,686
126-04118,I-H1,EASTBOUND,AOLELE ST,HI,HONOLULU,96818,21.33965,-157.92899,21.33816,-157.92236,0.441292,20.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,7,1,2,10,,92980,14693,1848,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,46490,7347,924
126+04267,BERETANIA ST,NORTHBOUND,KALAKAUA AVE,HI,HONOLULU,96826,21.2987,-157.83534,21.29923,-157.83679,0.100262,4.0,Pacific/Honolulu,P1.11,USA,84,3,N,3,89770,1,,4,7502,6,1,,18814,450,207,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,18814,450,207
126+04266,BERETANIA ST,NORTHBOUND,MCCULLY ST,HI,HONOLULU,96826,21.29232,-157.82241,21.29659,-157.82952,0.560663,2.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,3,7502,6,1,,10764,410,128,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,10764,410,128
126+04269,BERETANIA ST,NORTHBOUND,WARD AVE,HI,HONOLULU,96814,21.30158,-157.84326,21.30384,-157.84945,0.427921,6.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,4,7502,6,1,,18814,450,207,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,18814,450,207
126+04268,BERETANIA ST,NORTHBOUND,PIIKOI ST,HI,HONOLULU,96814,21.29923,-157.83679,21.30158,-157.84326,0.447008,5.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,4,7502,6,1,,18814,450,207,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,18814,450,207
126-04113,I-H1,EASTBOUND,PALAMA ST/OLOMEA ST,HI,HONOLULU,96817,21.32778,-157.86845,21.32677,-157.8677,0.084837,29.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,10,1,2,10,,146600,24896,2135,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,5,73300,12448,1068
126-04112,I-H1,EASTBOUND,LILIHA ST,HI,HONOLULU,96817,21.32276,-157.86141,21.32197,-157.86075,0.069153,31.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,172700,19293,987,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,86350,9647,494
126-04111,I-H1,EASTBOUND,AALA ST,HI,HONOLULU,96817,21.32023,-157.85935,21.31871,-157.85813,0.13112,33.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,172700,19293,987,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,86350,9647,494
126-04110,I-H1,EASTBOUND,HI-61,HI,HONOLULU,96817,21.31648,-157.85632,21.31625,-157.85613,0.020069,35.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,162900,19527,615,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,81450,9764,308
126N04644,WAIAKAMILO RD,SOUTHBOUND,HI-92/N NIMITZ HWY,HI,HONOLULU,96817,21.32188,-157.87904,21.32154,-157.87946,0.035824,4.0,Pacific/Honolulu,P1.11,USA,149,4,N,7,89770,2,,2,,10,10,,1500,240,64,3,26,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,750,120,32
126P04262,UNIVERSITY AVE,NORTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96826,21.29447,-157.82123,21.29563,-157.82118,0.080206,5.0,Pacific/Honolulu,P1.11,USA,83,4,N,3,89770,2,,5,7615,6,1,,21100,4440,230,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,10550,2220,115
126+04270,BERETANIA ST,NORTHBOUND,PUNCHBOWL ST,HI,HONOLULU,96813,21.30384,-157.84945,21.3068,-157.85574,0.455561,7.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,4,7502,6,1,,20693,468,180,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,20693,468,180
126-04106,I-H1,EASTBOUND,MCCULLY ST,HI,HONOLULU,96826,21.30179,-157.83545,21.29979,-157.8323,0.245697,43.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,129767,10442,405,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,64884,5221,203
126-04105,I-H1,EASTBOUND,BINGHAM ST/WILDER AVE,HI,HONOLULU,96826,21.29801,-157.8291,21.29776,-157.82839,0.048853,45.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,125600,9598,370,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,62800,4799,185
126+04272,BERETANIA ST,NORTHBOUND,BETHEL ST/NUUANU AVE,HI,HONOLULU,96813,21.31127,-157.85935,21.31214,-157.86013,0.078324,10.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,6,7502,6,1,,17410,1878,283,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,6,17410,1878,283
126-04104,I-H1,EASTBOUND,UNIVERSITY AVE,HI,HONOLULU,96826,21.29594,-157.82374,21.29484,-157.82176,0.148378,46.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,125600,9598,370,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,62800,4799,185
126-04103,I-H1,EASTBOUND,WAIALAE AVE (HONOLULU) (WEST),HI,HONOLULU,96826,21.29379,-157.8205,21.29099,-157.81797,0.253783,48.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,123623,9776,369,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,61812,4888,185
126+04271,BERETANIA ST,NORTHBOUND,QUEEN EMMA ST/PALI HWY/BISHOP ST,HI,HONOLULU,96813,21.3068,-157.85574,21.30991,-157.85817,0.26655,8.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,6,7502,6,1,,17654,1813,277,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,6,17654,1813,277
126+04274,KING ST,SOUTHBOUND,NUUANU AVE/BETHEL ST,HI,HONOLULU,96817,21.31491,-157.86424,21.31054,-157.86291,0.322276,1.001,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,1,4,7402,6,1,,16300,883,275,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,16300,883,275
126-04109,I-H1,EASTBOUND,S VINEYARD BLVD/WARD AVE,HI,HONOLULU,96813,21.31156,-157.8527,21.30858,-157.85166,0.216546,37.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,162900,19527,615,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,81450,9764,308
126+04273,BERETANIA ST,NORTHBOUND,N KING ST,HI,HONOLULU,96817,21.31333,-157.86119,21.31633,-157.86394,0.272553,11.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,2,1,6,7502,6,1,,17410,589,161,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,8705,295,81
126+04276,KING ST,SOUTHBOUND,PUNCHBOWL ST,HI,HONOLULU,96813,21.30776,-157.86095,21.30507,-157.85811,0.263486,4.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,4,7402,6,1,,18399,521,163,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,18399,521,163
126-04108,I-H1,EASTBOUND,PIIKOI ST,HI,HONOLULU,96814,21.30507,-157.84712,21.305,-157.84691,0.014354,39.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,162900,19527,615,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,81450,9764,308
126P04266,BERETANIA ST,NORTHBOUND,MCCULLY ST,HI,HONOLULU,96826,21.29659,-157.82952,21.2967,-157.8298,0.01958,2.5,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,3,7502,6,1,,17441,442,192,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,17441,442,192
126+04275,KING ST,SOUTHBOUND,BISHOP ST/ALAKEA ST,HI,HONOLULU,96813,21.30998,-157.86259,21.30848,-157.86155,0.123806,2.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,1,4,7402,6,1,,16300,883,275,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,16300,883,275
126-04107,I-H1,EASTBOUND,PUNAHOU ST,HI,HONOLULU,96814,21.30247,-157.83927,21.30195,-157.8359,0.220165,41.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,171733,19172,787,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,85867,9586,394
126P04265,BERETANIA ST,NORTHBOUND,UNIVERSITY AVE/S KING ST,HI,HONOLULU,96826,21.29193,-157.82193,21.29232,-157.82241,0.041436,1.0,Pacific/Honolulu,P1.11,USA,84,4,N,3,89770,1,,3,7502,6,1,,10764,410,128,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,10764,410,128
126+04278,KING ST,SOUTHBOUND,PIIKOI ST/PENSACOLA ST,HI,HONOLULU,96814,21.30201,-157.8502,21.29986,-157.8441,0.419777,6.0,Pacific/Honolulu,P1.11,USA,85,3,N,3,89770,1,,4,7402,6,1,,16474,5659,248,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,16474,5659,248
126+04277,KING ST,SOUTHBOUND,WARD AVE,HI,HONOLULU,96813,21.30507,-157.85811,21.30201,-157.8502,0.554081,5.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,4,7402,6,1,,20276,3463,234,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,20276,3463,234
126+04279,KING ST,SOUTHBOUND,KALAKAUA AVE,HI,HONOLULU,96814,21.29986,-157.8441,21.29733,-157.83695,0.492332,7.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,3,7402,6,1,,16474,5659,248,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16474,5659,248
126-04102,I-H1,EASTBOUND,KAPIOLANI BLVD,HI,HONOLULU,96826,21.28985,-157.81611,21.28767,-157.81287,0.258179,50.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,100600,11862,369,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,50300,5931,185
126-04101,I-H1,EASTBOUND,6TH AVE,HI,HONOLULU,96816,21.28708,-157.81236,21.28496,-157.80952,0.236313,52.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,9,1,2,10,,93800,20903,265,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,46900,10452,133
126-04100,I-H1,EASTBOUND,KOKO HEAD AVE,HI,HONOLULU,96816,21.28378,-157.80722,21.28088,-157.8015,0.419176,54.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,93800,20903,265,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,46900,10452,133
126P50155,N SCHOOL ST,NORTHBOUND,HAUMANA PL/NOTLEY ST,HI,HONOLULU,96819,21.34262,-157.8771,21.3422,-157.87838,0.087656,10.0,Pacific/Honolulu,P1.11,USA,50148,4,N,4,89770,2,,4,7414,6,1,,13666,280,76,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,6833,140,38
126+04249,KAPIOLANI BLVD,WESTBOUND,S KING ST/HARDING AVE,HI,HONOLULU,96826,21.28896,-157.81343,21.2887,-157.81476,0.087489,3.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,,6,7503,6,1,,13853,3895,73,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,6927,1948,37
126+04250,KAPIOLANI BLVD,WESTBOUND,UNIVERSITY AVE,HI,HONOLULU,96826,21.28768,-157.82033,21.28745,-157.82612,0.37329,7.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,,5,7503,6,1,,18036,3168,129,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,9018,1584,65
126+04252,KAPIOLANI BLVD,WESTBOUND,PIIKOI ST/PENSACOLA ST,HI,HONOLULU,96814,21.29072,-157.83718,21.29474,-157.84625,0.646502,12.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,,6,7503,6,1,,27551,3632,402,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,13776,1816,201
126+04251,KAPIOLANI BLVD,WESTBOUND,KALAKAUA AVE,HI,HONOLULU,96826,21.28946,-157.83234,21.29055,-157.83566,0.227704,9.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,1,6,7503,6,1,,23593,2215,207,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,11797,1108,104
