tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
126-04194,HI-83,EASTBOUND,NANILOA LOOP,HI,HONOLULU,96731,21.67769,-157.95208,21.65209,-157.92848,2.447417,5.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,99998,2,1,2,83,4,9,,12000,202,32,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,6000,101,16
126P04558,PENSACOLA ST,SOUTHBOUND,WAIMANU ST,HI,HONOLULU,96814,21.29441,-157.84827,21.29376,-157.8485,0.04728,4.5,Pacific/Honolulu,P1.11,USA,134,5,N,3,89770,1,,2,7512,6,1,,9079,229,120,1,94,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9079,229,120
126-04199,HI-61,SOUTHBOUND,I-H1/LUNALILO FWY,HI,HONOLULU,96813,21.3176,-157.85198,21.31627,-157.85307,0.115659,15.0,Pacific/Honolulu,P1.11,USA,73,2,N,2,89770,2,,4,61,4,9,,20311,756,287,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,10156,378,144
126P04318,HI-80,NORTHBOUND,HI-801/KAUKONAHUA RD,HI,HONOLULU,96786,21.51063,-158.03935,21.51109,-158.03974,0.040573,3.5,Pacific/Honolulu,P1.11,USA,90,4,N,3,89770,2,,2,80,4,9,,14100,2190,189,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,7050,1095,95
126-04198,HI-61,SOUTHBOUND,HI-98/S VINEYARD BLVD,HI,HONOLULU,96813,21.31433,-157.85496,21.31296,-157.85649,0.136578,17.0,Pacific/Honolulu,P1.11,USA,73,3,N,2,89770,2,,6,61,4,9,,19000,863,374,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,9500,432,187
126N04249,KAPIOLANI BLVD,EASTBOUND,S KING ST/HARDING AVE,HI,HONOLULU,96826,21.28855,-157.81553,21.2887,-157.81476,0.050645,12.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,,6,7503,6,1,,13853,3895,73,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,6927,1948,37
126N04248,KAPIOLANI BLVD,EASTBOUND,I-H1/WAIALAE AVE/KAPAHULU AVE,HI,HONOLULU,96826,21.28896,-157.81343,21.28902,-157.81312,0.020379,14.0,Pacific/Honolulu,P1.11,USA,81,4,N,3,89770,2,,6,7503,6,1,,14154,3397,106,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,7077,1699,53
126-04182,HI-63,SOUTHBOUND,I-H3,HI,HONOLULU,96744,21.40288,-157.80759,21.39786,-157.81032,0.404671,4.0,Pacific/Honolulu,P1.11,USA,71,2,N,2,43669,2,,4,63,4,9,,32198,3884,603,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,16099,1942,302
126-04181,HI-63,SOUTHBOUND,VALLEY VIEW DR,HI,HONOLULU,96819,21.39786,-157.81032,21.35821,-157.85742,4.910301,5.0,Pacific/Honolulu,P1.11,USA,71,2,N,2,89770,2,2,4,63,4,9,,31923,1760,576,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15962,880,288
126-04180,HI-63,SOUTHBOUND,NALANIEHA ST,HI,HONOLULU,96819,21.35821,-157.85742,21.35046,-157.86171,0.605876,6.0,Pacific/Honolulu,P1.11,USA,71,2,N,2,89770,2,,4,63,4,9,,29709,1541,586,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14855,771,293
126P04301,HI-99,NORTHBOUND,SANTOS DUMONT RD,HI,HONOLULU,96786,21.48643,-158.02774,21.48709,-158.02785,0.04614,30.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,17296,1783,260,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,8648,892,130
126P04300,HI-99,NORTHBOUND,KAHELU AVE,HI,HONOLULU,96786,21.47987,-158.02653,21.48352,-158.0272,0.25581,28.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,17900,1640,238,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,8950,820,119
126P04303,HI-99,NORTHBOUND,HI-750/KUNIA RD,HI,HONOLULU,96786,21.4887,-158.03944,21.4887,-158.03955,0.007071,34.0,Pacific/Honolulu,P1.11,USA,87,2,N,2,89770,2,,4,99,4,9,,35000,39,9,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,17500,20,5
126P04787,HI-92,WESTBOUND,IWILEI RD,HI,HONOLULU,96817,21.31396,-157.86513,21.31516,-157.86684,0.181852,17.001,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,1,7,92,4,9,,44700,4600,3125,1,52,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,22350,2300,1563
126P04786,I-H3,EASTBOUND,TETSUO HARANO TUNNEL,HI,HONOLULU,96744,21.4047,-157.851,21.403140003288,-157.832880018085,1.173591,3.001,Pacific/Honolulu,P3.1,USA,67,2,N,1,89770,2,2,4,3,2,10,,46400,5665,346,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,23200,2833,173
126P04302,HI-99,NORTHBOUND,I-H2/HI-80,HI,HONOLULU,96786,21.4891,-158.02821,21.49035,-158.03196,0.361043,32.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,2,99,4,9,,15700,2165,322,1,74,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,7850,1083,161
126P04781,KAILUA RD,EASTBOUND,ONEAWA ST/KUULEI RD,HI,HONOLULU,96734,21.39385,-157.74402,21.39429,-157.74294,0.076097,1.0,Pacific/Honolulu,P1.11,USA,161,4,N,3,43669,2,,4,6001,6,1,,18400,1014,290,1,82,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9200,507,145
126P04780,KAILUA RD,EASTBOUND,HI-61/HAMAKUA DR/KAINEHE ST,HI,HONOLULU,96734,21.3932,-157.74505,21.39342,-157.74466,0.029333,1.0,Pacific/Honolulu,P1.11,USA,161,3,N,3,43669,2,,4,6001,6,1,,18400,1014,290,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9200,507,145
126P04541,WAIALAE AVE,WESTBOUND,I-H1/LUNALILO FWY (HONOLULU) (WEST),HI,HONOLULU,96826,21.29068,-157.81644,21.29014,-157.81833,0.127593,3.001,Pacific/Honolulu,P1.11,USA,130,4,N,3,89770,2,1,3,7601,4,1,,23833,748,499,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,11917,374,250
126-04186,HI-83,EASTBOUND,I-H3,HI,HONOLULU,96744,21.39353,-157.79721,21.38594,-157.79192,0.628733,15.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,43669,2,,4,83,4,9,,28795,4073,374,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,14398,2037,187
126P04308,HI-99,NORTHBOUND,HI-83/KAMEHAMEHA HWY,HI,HONOLULU,96791,21.57453,-158.10195,21.57507,-158.1024,0.04725,39.5,Pacific/Honolulu,P1.11,USA,87,2,N,3,99999,2,,2,99,4,9,,11800,1175,99,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,5900,588,50
126-04185,HI-83,EASTBOUND,HI-61/KALANIANAOLE HWY/PALI HWY,HI,HONOLULU,96744,21.38414,-157.79004,21.37581,-157.78184,0.780796,17.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,43669,2,1,4,83,4,9,,39800,4073,374,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,19900,2037,187
126-04183,HI-63,SOUTHBOUND,HI-83/KAHEKILI HWY,HI,HONOLULU,96744,21.40314,-157.80038,21.40337,-157.80649,0.402934,2.0,Pacific/Honolulu,P1.11,USA,71,2,N,3,43669,2,1,4,83,4,9,,27331,4073,374,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,13666,2037,187
126-04189,HI-83,EASTBOUND,HI-63/LIKELIKE HWY,HI,HONOLULU,96744,21.41695,-157.81358,21.40361,-157.80702,1.060523,10.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,43669,2,,6,83,4,9,,34051,2063,755,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,17026,1032,378
126P04304,HI-99,NORTHBOUND,HI-803/WILIKINA DR,HI,HONOLULU,96786,21.50155,-158.05216,21.50329,-158.05176,0.124658,36.0,Pacific/Honolulu,P1.11,USA,87,2,N,3,99999,2,,2,99,4,9,,12776,1852,344,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,6388,926,172
126P04306,HI-99,NORTHBOUND,HI-80/KAMEHAMEHA HWY,HI,HONOLULU,96786,21.51353,-158.04133,21.51511,-158.04045,0.127909,38.5,Pacific/Honolulu,P1.11,USA,87,2,N,3,89770,2,,2,99,4,9,,7743,541,93,1,96,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,3872,271,47
126-04187,HI-83,EASTBOUND,MOKULELE DR,HI,HONOLULU,96744,21.40265,-157.79981,21.39353,-157.79721,0.656523,14.0,Pacific/Honolulu,P1.11,USA,72,2,N,3,43669,2,,5,83,4,9,,23375,1607,525,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,11688,804,263
126-04535,HI-64,SOUTHBOUND,MAKEPONO ST,HI,HONOLULU,96819,21.32309,-157.89131,21.30624,-157.8772,1.676311,3.0,Pacific/Honolulu,P1.11,USA,129,5,N,3,89770,2,1,4,64,4,9,,12329,2413,895,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,6165,1207,448
126-04533,HI-7310,SOUTHBOUND,SALT LAKE BLVD,HI,HONOLULU,96819,21.34828,-157.89708,21.34551,-157.89883,0.222248,2.0,Pacific/Honolulu,P1.11,USA,128,4,N,3,89770,2,,5,7310,4,1,,34200,1625,912,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,17100,813,456
126-04532,HI-7310,SOUTHBOUND,HI-92,HI,HONOLULU,96819,21.34471,-157.8993,21.3357,-157.9015,0.654534,4.0,Pacific/Honolulu,P1.11,USA,128,4,N,3,89770,2,,2,7310,4,1,,19282,530,240,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,9641,265,120
126-04774,HI-83,SOUTHBOUND,HI-83/HI-99/KAMEHAMEHA HWY,HI,HONOLULU,96712,21.60144,-158.09985,21.57542,-158.10261,1.823328,2.0,Pacific/Honolulu,P1.11,USA,158,2,N,3,99999,2,1,2,83,4,9,,11600,406,36,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,5800,203,18
126P04098,I-H1,WESTBOUND,KILAUEA AVE,HI,HONOLULU,96821,21.27806,-157.78092,21.27838,-157.78392,0.194399,3.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,37400,7638,243,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,18700,3819,122
126P04099,I-H1,WESTBOUND,WAIALAE AVE (HONOLULU) (EAST),HI,HONOLULU,96816,21.27886,-157.78867,21.27856,-157.79424,0.365918,5.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,39227,7746,265,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,19614,3873,133
126-04536,HI-64,SOUTHBOUND,PAHOUNUI DR/AUIKI ST,HI,HONOLULU,96819,21.32825,-157.88717,21.32309,-157.89131,0.445069,2.0,Pacific/Honolulu,P1.11,USA,129,5,N,3,89770,2,,4,64,4,9,,16960,3405,1420,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,8480,1703,710
126+04098,I-H1,WESTBOUND,KILAUEA AVE,HI,HONOLULU,96821,21.27795,-157.77996,21.27806,-157.78092,0.06227,2.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,37400,7638,243,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,18700,3819,122
126+04099,I-H1,WESTBOUND,WAIALAE AVE (HONOLULU) (EAST),HI,HONOLULU,96816,21.27838,-157.78392,21.27886,-157.78867,0.307586,4.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,6,1,2,10,,37400,7638,243,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,18700,3819,122
126-04318,HI-80,SOUTHBOUND,HI-801/KAUKONAHUA RD,HI,HONOLULU,96786,21.51438,-158.04059,21.51109,-158.03974,0.238908,2.0,Pacific/Honolulu,P1.11,USA,90,4,N,3,89770,2,,2,80,4,9,,14100,2190,189,1,97,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,7050,1095,95
126-04317,HI-80,SOUTHBOUND,WHITMORE AVE,HI,HONOLULU,96786,21.51063,-158.03935,21.50557,-158.03346,0.515319,3.0,Pacific/Honolulu,P1.11,USA,90,4,N,3,89770,2,,2,80,4,9,,14100,2190,189,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,7050,1095,95
126-04316,HI-80,SOUTHBOUND,I-H2/HI-99,HI,HONOLULU,96786,21.50557,-158.03346,21.4915,-158.02865,1.091276,4.0,Pacific/Honolulu,P1.11,USA,90,4,N,3,89770,2,1,2,80,4,9,,32579,1364,38,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,16290,682,19
126-04552,PUNCHBOWL ST,SOUTHBOUND,HI-98/S VINEYARD BLVD,HI,HONOLULU,96813,21.31238,-157.85327,21.31024,-157.85429,0.189125,3.0,Pacific/Honolulu,P1.11,USA,133,4,N,3,89770,2,,4,7516,6,1,,34400,217,226,1,56,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,17200,109,113
126-04551,PUNCHBOWL ST,SOUTHBOUND,S BERETANIA ST,HI,HONOLULU,96813,21.30972,-157.85448,21.3068,-157.85574,0.219606,5.0,Pacific/Honolulu,P1.11,USA,133,4,N,3,89770,2,,4,7516,6,1,,34400,217,226,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,17200,109,113
126-04550,PUNCHBOWL ST,SOUTHBOUND,HI-92/ALA MOANA BLVD,HI,HONOLULU,96813,21.30507,-157.85811,21.30221,-157.86286,0.365845,6.0,Pacific/Honolulu,P1.11,USA,133,4,N,3,89770,2,,3,7516,6,1,,18300,700,794,1,3,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,9150,350,397
126-04304,HI-99,SOUTHBOUND,HI-803/WILIKINA DR,HI,HONOLULU,96786,21.51202,-158.04245,21.50329,-158.05176,0.850714,5.0,Pacific/Honolulu,P1.11,USA,87,2,N,3,99999,2,,2,99,4,9,,7674,229,55,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,3837,115,28
126-04303,HI-99,SOUTHBOUND,HI-750/KUNIA RD,HI,HONOLULU,96786,21.50155,-158.05216,21.4886,-158.04026,1.285368,7.0,Pacific/Honolulu,P1.11,USA,87,2,N,3,89770,2,1,4,99,4,9,,21316,4203,717,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,10658,2102,359
126-04787,HI-92,EASTBOUND,IWILEI RD,HI,HONOLULU,96817,21.32147,-157.87939,21.31417,-157.86643,1.147707,11.001,Pacific/Honolulu,P1.11,USA,70,3,N,3,89770,2,1,6,92,4,9,,44700,4600,3125,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,22350,2300,1563
126-04786,I-H3,WESTBOUND,TETSUO HARANO TUNNEL,HI,HONOLULU,96744,21.39864,-157.81284,21.40341,-157.83283,1.564083,9.001,Pacific/Honolulu,P3.1,USA,67,2,N,1,43669,2,1,4,3,2,10,,46400,5665,346,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,23200,2833,173
126-04302,HI-99,SOUTHBOUND,I-H2/HI-80,HI,HONOLULU,96786,21.48854,-158.03878,21.48993,-158.03307,0.381243,9.0,Pacific/Honolulu,P1.11,USA,87,2,N,2,89770,2,,4,99,4,9,,35000,39,9,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,17500,20,5
126-04301,HI-99,SOUTHBOUND,SANTOS DUMONT RD,HI,HONOLULU,96786,21.48863,-158.02827,21.48726,-158.02801,0.096168,11.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,15700,2165,322,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,7850,1083,161
126-04307,HI-99,SOUTHBOUND,PAALAA UKA PUPUKEA RD,HI,HONOLULU,96791,21.57453,-158.10195,21.53964,-158.04326,4.696266,1.0,Pacific/Honolulu,P1.11,USA,87,2,N,3,99999,2,,2,99,4,9,,11800,1175,99,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,5900,588,50
126-04306,HI-99,SOUTHBOUND,HI-80/KAMEHAMEHA HWY,HI,HONOLULU,96786,21.53964,-158.04326,21.51511,-158.04045,1.77251,2.0,Pacific/Honolulu,P1.11,USA,87,2,N,3,89770,2,1,2,99,4,9,,14274,1840,265,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,7137,920,133
126-04305,HI-99,SOUTHBOUND,HI-801/KAUKONAHUA RD,HI,HONOLULU,96786,21.51353,-158.04133,21.51202,-158.04245,0.126825,4.0,Pacific/Honolulu,P1.11,USA,87,2,N,3,89770,2,,2,99,4,9,,7600,510,89,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,3800,255,45
126-04780,KAILUA RD,WESTBOUND,HI-61/HAMAKUA DR/KAINEHE ST,HI,HONOLULU,96734,21.39461,-157.74337,21.39362,-157.7446,0.105854,1.0,Pacific/Honolulu,P1.11,USA,161,3,N,3,43669,2,,4,6001,6,1,,18400,1014,290,1,97,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9200,507,145
126-04300,HI-99,SOUTHBOUND,KAHELU AVE,HI,HONOLULU,96786,21.48634,-158.02785,21.47986,-158.02667,0.454029,13.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,17900,1640,238,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,8950,820,119
126-04784,MOKAPU BLVD,SOUTHBOUND,ONEAWA ST/ILIPILO ST,HI,HONOLULU,96734,21.42127,-157.74821,21.40969,-157.75506,0.919085,2.001,Pacific/Honolulu,P1.11,USA,86,4,N,3,43669,2,,4,65,4,9,,10668,696,101,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,5334,348,51
126-04540,WAIALAE AVE,EASTBOUND,6TH AVE,HI,HONOLULU,96816,21.28902,-157.81312,21.28619,-157.80581,0.521762,1.0,Pacific/Honolulu,P1.11,USA,130,4,N,3,89770,2,,5,7801,6,1,,15818,662,297,1,80,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,7909,331,149
126N04439,HI-95,SOUTHBOUND,KAPOLEI PKWY,HI,HONOLULU,96707,21.32848,-158.09005,21.32831,-158.09009,0.012022,4.0,Pacific/Honolulu,P1.11,USA,108,3,N,7,89770,2,,2,95,4,9,,34200,4203,883,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,17100,2102,442
126P04292,HI-99,NORTHBOUND,KAONOHI ST,HI,HONOLULU,96701,21.38348,-157.94612,21.38364,-157.94648,0.025659,13.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,6,99,4,9,,30800,584,183,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,15400,292,92
126P04295,HI-99,NORTHBOUND,I-H1 (WAIPAHU),HI,HONOLULU,96797,21.39644,-157.99085,21.39764,-157.99149,0.092564,19.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,1,4,99,4,9,,40300,258,33,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,20150,129,17
126P04294,HI-99,NORTHBOUND,FARRINGTON HWY,HI,HONOLULU,96797,21.3962,-157.98367,21.39515,-157.99022,0.445968,17.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,1,4,99,4,9,,43076,567,137,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,21538,284,69
126N04674,HI-93,SOUTHBOUND,I-H-1/HI-95/KALAELOA BLVD,HI,HONOLULU,96707,21.33249,-158.09173,21.33209,-158.08957,0.142198,12.0,Pacific/Honolulu,P1.3,USA,91,4,N,1,89770,2,,4,93,4,9,,43618,2524,813,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,21809,1262,407
126P04291,HI-99,NORTHBOUND,HI-78/MOANALUA FWY,HI,HONOLULU,96701,21.37252,-157.93326,21.37707,-157.93418,0.356696,11.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,4,99,4,9,,36100,651,203,1,97,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,18050,326,102
126N04673,KAPIOLANI BLVD,EASTBOUND,I-H1/LUNALILO FWY/WAIAKA RD,HI,HONOLULU,96826,21.28768,-157.82033,21.28827,-157.81718,0.206879,10.0,Pacific/Honolulu,P1.11,USA,81,3,N,3,89770,2,1,5,7503,6,1,,13853,3895,73,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,6927,1948,37
126P04290,HI-99,NORTHBOUND,SALT LAKE BLVD/FORD ISLAND BRIDGE,HI,HONOLULU,96701,21.36965,-157.93495,21.37187,-157.93363,0.17532,9.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,7,99,4,9,,27403,613,191,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,13702,307,96
126+04281,KING ST,SOUTHBOUND,UNIVERSITY AVE/S BERETANIA ST,HI,HONOLULU,96826,21.29488,-157.83016,21.29215,-157.82261,0.5214,11.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,3,7402,6,1,,16474,5659,248,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16474,5659,248
126+04280,KING ST,SOUTHBOUND,MCCULLY ST,HI,HONOLULU,96826,21.29701,-157.83606,21.29488,-157.83016,0.40732,10.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,3,7402,6,1,,16474,5659,248,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,16474,5659,248
126+04282,KING ST,SOUTHBOUND,KAPIOLANI BLVD,HI,HONOLULU,96826,21.29193,-157.82193,21.28895,-157.81538,0.472833,13.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,2,1,5,7402,6,1,,19680,1364,217,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,9840,682,109
126P04297,HI-99,NORTHBOUND,KA UKA BLVD,HI,HONOLULU,96797,21.4191,-158.0055,21.4197,-158.00601,0.052881,22.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,27000,921,19,1,79,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,13500,461,10
126+04284,MOKAPU BLVD,NORTHBOUND,KANEOHE BAY DR/N KALAHEO AVE,HI,HONOLULU,96734,21.40959,-157.75493,21.42062,-157.74853,0.871403,1.0,Pacific/Honolulu,P1.11,USA,86,4,N,3,43669,2,,4,65,4,9,,10670,696,101,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,5335,348,51
126P04299,HI-99,NORTHBOUND,MEHEULA PKWY,HI,HONOLULU,96789,21.45103,-158.01555,21.45116,-158.01557,0.009072,26.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,16166,777,89,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,8083,389,45
126+04287,HI-99,NORTHBOUND,MAKALAPA DR/RADFORD DR,HI,HONOLULU,96818,21.34658,-157.93338,21.35274,-157.93546,0.451316,2.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,1,6,99,4,9,,17864,499,155,1,98,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,8932,250,78
126P04298,HI-99,NORTHBOUND,LANIKUHANA AVE,HI,HONOLULU,96789,21.44382,-158.01335,21.44395,-158.01339,0.009341,24.0,Pacific/Honolulu,P1.11,USA,87,4,N,2,89770,2,,4,99,4,9,,10400,1095,137,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,5200,548,69
126+04289,HI-99,NORTHBOUND,ARIZONA MEMORIAL DR/KALALOA ST,HI,HONOLULU,96818,21.36473,-157.93731,21.36587,-157.93679,0.085582,6.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,5,99,4,9,,24700,603,188,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12350,302,94
126+04288,HI-99,NORTHBOUND,ARIZONA ST/HALAWA DR,HI,HONOLULU,96818,21.35311,-157.93555,21.36383,-157.93773,0.756936,4.0,Pacific/Honolulu,P1.11,USA,87,3,N,3,89770,2,,5,99,4,9,,24700,603,188,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,12350,302,94
126P04282,KING ST,SOUTHBOUND,KAPIOLANI BLVD,HI,HONOLULU,96826,21.28895,-157.81538,21.2887,-157.81476,0.043484,14.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,5,7402,6,1,,19843,1998,238,1,94,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,5,19843,1998,238
126P04281,KING ST,SOUTHBOUND,UNIVERSITY AVE/S BERETANIA ST,HI,HONOLULU,96826,21.29215,-157.82261,21.29193,-157.82193,0.046388,12.0,Pacific/Honolulu,P1.11,USA,85,4,N,3,89770,1,,4,7402,6,1,,16474,5659,248,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,16474,5659,248
